Episode no = 1870; won: False; Q(s,a) = 111.02640726983; reward = -459.0; and epsilon = 0.7506666666666667, win percentage = 0.0, 2022-04-26 07:32:15
Episode no = 1880; won: False; Q(s,a) = 106.47993949875921; reward = -476.0; and epsilon = 0.7493333333333334, win percentage = 0.0, 2022-04-26 07:32:22
Episode no = 1890; won: False; Q(s,a) = 103.49457210738636; reward = -335.0; and epsilon = 0.748, win percentage = 0.0, 2022-04-26 07:32:30
Episode no = 1900; won: False; Q(s,a) = 105.07068101395909; reward = -372.0; and epsilon = 0.7466666666666666, win percentage = 0.0, 2022-04-26 07:32:38
Episode no = 1910; won: False; Q(s,a) = 117.00675423880926; reward = -332.0; and epsilon = 0.7453333333333334, win percentage = 0.0, 2022-04-26 07:32:42
Episode no = 1920; won: False; Q(s,a) = 101.23663413091087; reward = -442.0; and epsilon = 0.744, win percentage = 0.0, 2022-04-26 07:32:49
Episode no = 1930; won: False; Q(s,a) = 116.88897466882834; reward = -385.0; and epsilon = 0.7426666666666666, win percentage = 0.0, 2022-04-26 07:32:53
Episode no = 1940; won: False; Q(s,a) = 102.48756941176337; reward = -484.0; and epsilon = 0.7413333333333334, win percentage = 0.0, 2022-04-26 07:32:56
Episode no = 1950; won: False; Q(s,a) = 117.1643899931977; reward = -285.0; and epsilon = 0.74, win percentage = 0.0, 2022-04-26 07:33:02
Episode no = 1960; won: False; Q(s,a) = 112.52288094791297; reward = -452.0; and epsilon = 0.7386666666666667, win percentage = 0.0, 2022-04-26 07:33:06
Episode no = 1970; won: False; Q(s,a) = 108.07659684460867; reward = -348.0; and epsilon = 0.7373333333333334, win percentage = 0.0, 2022-04-26 07:33:11
Episode no = 1980; won: False; Q(s,a) = 99.07013944908594; reward = -383.0; and epsilon = 0.736, win percentage = 0.0, 2022-04-26 07:33:14
Episode no = 1990; won: False; Q(s,a) = 110.78501386170826; reward = -460.0; and epsilon = 0.7346666666666667, win percentage = 0.0, 2022-04-26 07:33:19
Episode no = 2000; won: False; Q(s,a) = 118.6730151507378; reward = -357.0; and epsilon = 0.7333333333333334, win percentage = 0.0, 2022-04-26 07:33:23
Episode no = 2010; won: False; Q(s,a) = 121.2972503356248; reward = -454.0; and epsilon = 0.732, win percentage = 0.0, 2022-04-26 07:33:28
Episode no = 2020; won: False; Q(s,a) = 121.308175244919; reward = -314.0; and epsilon = 0.7306666666666667, win percentage = 0.0, 2022-04-26 07:33:35
Episode no = 2030; won: False; Q(s,a) = 120.03576094692475; reward = -227.0; and epsilon = 0.7293333333333334, win percentage = 0.0, 2022-04-26 07:33:41
Episode no = 2040; won: False; Q(s,a) = 120.15201333593299; reward = -395.0; and epsilon = 0.728, win percentage = 0.0, 2022-04-26 07:33:44
Episode no = 2050; won: False; Q(s,a) = 122.30885211982324; reward = -466.0; and epsilon = 0.7266666666666667, win percentage = 0.0, 2022-04-26 07:33:50
Episode no = 2060; won: False; Q(s,a) = 122.3156839082962; reward = -465.0; and epsilon = 0.7253333333333334, win percentage = 0.0, 2022-04-26 07:33:56
Episode no = 2070; won: False; Q(s,a) = 123.54513438543277; reward = -395.0; and epsilon = 0.724, win percentage = 0.0, 2022-04-26 07:34:01
Episode no = 2080; won: False; Q(s,a) = 120.14049688482693; reward = -314.0; and epsilon = 0.7226666666666667, win percentage = 0.0, 2022-04-26 07:34:10
Episode no = 2090; won: False; Q(s,a) = 121.8777769086696; reward = -470.0; and epsilon = 0.7213333333333334, win percentage = 0.0, 2022-04-26 07:34:14
Episode no = 2100; won: False; Q(s,a) = 117.24271674086476; reward = -242.0; and epsilon = 0.72, win percentage = 0.0, 2022-04-26 07:34:18
Episode no = 2110; won: False; Q(s,a) = 127.85051779877827; reward = -117.0; and epsilon = 0.7186666666666667, win percentage = 0.0, 2022-04-26 07:34:26
Episode no = 2120; won: False; Q(s,a) = 128.59099843105201; reward = -434.0; and epsilon = 0.7173333333333334, win percentage = 0.0, 2022-04-26 07:34:30
Episode no = 2130; won: False; Q(s,a) = 118.65634977965324; reward = -353.0; and epsilon = 0.716, win percentage = 0.0, 2022-04-26 07:34:34
Episode no = 2140; won: False; Q(s,a) = 125.71044366566716; reward = -462.0; and epsilon = 0.7146666666666667, win percentage = 0.0, 2022-04-26 07:34:39
Episode no = 2150; won: False; Q(s,a) = 123.39733858390045; reward = -279.0; and epsilon = 0.7133333333333334, win percentage = 0.0, 2022-04-26 07:34:44
Episode no = 2160; won: False; Q(s,a) = 160.50349441938337; reward = -434.0; and epsilon = 0.712, win percentage = 0.0, 2022-04-26 07:34:49
Episode no = 2170; won: False; Q(s,a) = 137.36573298834008; reward = -237.0; and epsilon = 0.7106666666666667, win percentage = 0.0, 2022-04-26 07:34:54
Episode no = 2180; won: False; Q(s,a) = 127.34925803549731; reward = -305.0; and epsilon = 0.7093333333333334, win percentage = 0.0, 2022-04-26 07:35:01
Episode no = 2190; won: False; Q(s,a) = 124.81907224854717; reward = -331.0; and epsilon = 0.708, win percentage = 0.0, 2022-04-26 07:35:07
Episode no = 2200; won: False; Q(s,a) = 109.71262021801974; reward = -369.0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2022-04-26 07:35:12
Episode no = 2210; won: False; Q(s,a) = 120.02546387835251; reward = -469.0; and epsilon = 0.7053333333333334, win percentage = 0.0, 2022-04-26 07:35:16
Episode no = 2220; won: False; Q(s,a) = 122.43484219765512; reward = -428.0; and epsilon = 0.704, win percentage = 0.0, 2022-04-26 07:35:21
Episode no = 2230; won: False; Q(s,a) = 120.89843864073856; reward = -383.0; and epsilon = 0.7026666666666667, win percentage = 0.0, 2022-04-26 07:35:25
Episode no = 2240; won: False; Q(s,a) = 138.8565102969998; reward = -437.0; and epsilon = 0.7013333333333334, win percentage = 0.0, 2022-04-26 07:35:32
Episode no = 2250; won: False; Q(s,a) = 123.37877717299531; reward = -171.0; and epsilon = 0.7, win percentage = 0.0, 2022-04-26 07:35:39
Episode no = 2260; won: False; Q(s,a) = 120.58838101114875; reward = -434.0; and epsilon = 0.6986666666666667, win percentage = 0.0, 2022-04-26 07:35:45
Episode no = 2270; won: False; Q(s,a) = 117.88338006037668; reward = -421.0; and epsilon = 0.6973333333333334, win percentage = 0.0, 2022-04-26 07:35:50
Episode no = 2280; won: False; Q(s,a) = 124.45602664870809; reward = -158.0; and epsilon = 0.696, win percentage = 0.0, 2022-04-26 07:35:57
Episode no = 2290; won: False; Q(s,a) = 121.24682352942304; reward = -345.0; and epsilon = 0.6946666666666667, win percentage = 0.0, 2022-04-26 07:36:06
Episode no = 2300; won: False; Q(s,a) = 117.14144242808672; reward = -478.0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2022-04-26 07:36:10
Episode no = 2310; won: False; Q(s,a) = 135.80433336878124; reward = -407.0; and epsilon = 0.692, win percentage = 0.0, 2022-04-26 07:36:16
Episode no = 2320; won: False; Q(s,a) = 119.40037724785059; reward = -294.0; and epsilon = 0.6906666666666667, win percentage = 0.0, 2022-04-26 07:36:22
Episode no = 2330; won: False; Q(s,a) = 124.40802334016036; reward = -449.0; and epsilon = 0.6893333333333334, win percentage = 0.0, 2022-04-26 07:36:28
Episode no = 2340; won: False; Q(s,a) = 123.79182343262191; reward = -236.0; and epsilon = 0.688, win percentage = 0.0, 2022-04-26 07:36:36
Episode no = 2350; won: False; Q(s,a) = 123.6942078955824; reward = -417.0; and epsilon = 0.6866666666666666, win percentage = 0.0, 2022-04-26 07:36:44
Episode no = 2360; won: False; Q(s,a) = 124.40988087531791; reward = -448.0; and epsilon = 0.6853333333333333, win percentage = 0.0, 2022-04-26 07:36:49
Episode no = 2370; won: False; Q(s,a) = 118.88584624169428; reward = -316.0; and epsilon = 0.6839999999999999, win percentage = 0.0, 2022-04-26 07:36:56
Episode no = 2380; won: False; Q(s,a) = 126.13677985382326; reward = -418.0; and epsilon = 0.6826666666666666, win percentage = 0.0, 2022-04-26 07:37:03
Episode no = 2390; won: False; Q(s,a) = 124.85128087460649; reward = -243.0; and epsilon = 0.6813333333333333, win percentage = 0.0, 2022-04-26 07:37:05
Episode no = 2400; won: False; Q(s,a) = 127.32402258660045; reward = -426.0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2022-04-26 07:37:09
Episode no = 2410; won: False; Q(s,a) = 127.11778108034459; reward = -458.0; and epsilon = 0.6786666666666666, win percentage = 0.0, 2022-04-26 07:37:14
Episode no = 2420; won: False; Q(s,a) = 125.79390902711428; reward = -408.0; and epsilon = 0.6773333333333333, win percentage = 0.0, 2022-04-26 07:37:20
Episode no = 2430; won: False; Q(s,a) = 126.71331709882608; reward = -481.0; and epsilon = 0.6759999999999999, win percentage = 0.0, 2022-04-26 07:37:24
Episode no = 2440; won: False; Q(s,a) = 129.46159215431555; reward = -385.0; and epsilon = 0.6746666666666667, win percentage = 0.0, 2022-04-26 07:37:32
Episode no = 2450; won: False; Q(s,a) = 127.25483595325282; reward = -316.0; and epsilon = 0.6733333333333333, win percentage = 0.0, 2022-04-26 07:37:36
Episode no = 2460; won: False; Q(s,a) = 123.69547036995738; reward = -137.0; and epsilon = 0.6719999999999999, win percentage = 0.0, 2022-04-26 07:37:41
Episode no = 2470; won: False; Q(s,a) = 147.2033962393077; reward = -255.0; and epsilon = 0.6706666666666667, win percentage = 0.0, 2022-04-26 07:37:48
Episode no = 2480; won: False; Q(s,a) = 128.69187108045108; reward = -490.0; and epsilon = 0.6693333333333333, win percentage = 0.0, 2022-04-26 07:37:51
Episode no = 2490; won: False; Q(s,a) = 129.7868232127607; reward = -299.0; and epsilon = 0.6679999999999999, win percentage = 0.0, 2022-04-26 07:37:57
Episode no = 2500; won: False; Q(s,a) = 126.27583683554917; reward = -260.0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2022-04-26 07:38:00
Episode no = 2510; won: False; Q(s,a) = 165.48987875708062; reward = -413.0; and epsilon = 0.6653333333333333, win percentage = 0.0, 2022-04-26 07:38:04
Episode no = 2520; won: False; Q(s,a) = 127.84636382370361; reward = -370.0; and epsilon = 0.6639999999999999, win percentage = 0.0, 2022-04-26 07:38:12
Episode no = 2530; won: False; Q(s,a) = 128.85807267110155; reward = -392.0; and epsilon = 0.6626666666666667, win percentage = 0.0, 2022-04-26 07:38:23
Episode no = 2540; won: False; Q(s,a) = 127.52462696898458; reward = -133.0; and epsilon = 0.6613333333333333, win percentage = 0.0, 2022-04-26 07:38:30
Episode no = 2550; won: False; Q(s,a) = 149.2857398013178; reward = -138.0; and epsilon = 0.6599999999999999, win percentage = 0.0, 2022-04-26 07:38:37
Episode no = 2560; won: False; Q(s,a) = 128.10185284815316; reward = -372.0; and epsilon = 0.6586666666666667, win percentage = 0.0, 2022-04-26 07:38:42
Episode no = 2570; won: False; Q(s,a) = 129.23376219451825; reward = -409.0; and epsilon = 0.6573333333333333, win percentage = 0.0, 2022-04-26 07:38:48
Episode no = 2580; won: False; Q(s,a) = 131.09253221074056; reward = -391.0; and epsilon = 0.656, win percentage = 0.0, 2022-04-26 07:38:52
Episode no = 2590; won: False; Q(s,a) = 150.78320977496037; reward = -403.0; and epsilon = 0.6546666666666667, win percentage = 0.0, 2022-04-26 07:38:57
Episode no = 2600; won: False; Q(s,a) = 133.54030591203335; reward = -356.0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2022-04-26 07:39:00
Episode no = 2610; won: False; Q(s,a) = 130.07729746372524; reward = -380.0; and epsilon = 0.652, win percentage = 0.0, 2022-04-26 07:39:05
Episode no = 2620; won: False; Q(s,a) = 132.13828877494632; reward = -419.0; and epsilon = 0.6506666666666667, win percentage = 0.0, 2022-04-26 07:39:09
Episode no = 2630; won: False; Q(s,a) = 149.95718493381764; reward = -322.0; and epsilon = 0.6493333333333333, win percentage = 0.0, 2022-04-26 07:39:13
Episode no = 2640; won: False; Q(s,a) = 133.11308962654664; reward = -277.0; and epsilon = 0.648, win percentage = 0.0, 2022-04-26 07:39:20
Episode no = 2650; won: False; Q(s,a) = 168.30272551884823; reward = -411.0; and epsilon = 0.6466666666666667, win percentage = 0.0, 2022-04-26 07:39:25
Episode no = 2660; won: False; Q(s,a) = 187.6870667666476; reward = -360.0; and epsilon = 0.6453333333333333, win percentage = 0.0, 2022-04-26 07:39:30
Episode no = 2670; won: False; Q(s,a) = 134.78782616656346; reward = -368.0; and epsilon = 0.644, win percentage = 0.0, 2022-04-26 07:39:35
Episode no = 2680; won: False; Q(s,a) = 132.5908553833701; reward = -196.0; and epsilon = 0.6426666666666667, win percentage = 0.0, 2022-04-26 07:39:40
Episode no = 2690; won: False; Q(s,a) = 131.32591347068188; reward = -158.0; and epsilon = 0.6413333333333333, win percentage = 0.0, 2022-04-26 07:39:46
Episode no = 2700; won: False; Q(s,a) = 143.09999968302716; reward = -354.0; and epsilon = 0.64, win percentage = 0.0, 2022-04-26 07:39:51
Episode no = 2710; won: False; Q(s,a) = 143.0268072303819; reward = -226.0; and epsilon = 0.6386666666666667, win percentage = 0.0, 2022-04-26 07:39:55
Episode no = 2720; won: False; Q(s,a) = 151.56974488661515; reward = -325.0; and epsilon = 0.6373333333333333, win percentage = 0.0, 2022-04-26 07:40:00
Episode no = 2730; won: False; Q(s,a) = 134.22388008938574; reward = -386.0; and epsilon = 0.636, win percentage = 0.0, 2022-04-26 07:40:05
Episode no = 2740; won: False; Q(s,a) = 135.5846991278613; reward = -454.0; and epsilon = 0.6346666666666667, win percentage = 0.0, 2022-04-26 07:40:09
Episode no = 2750; won: False; Q(s,a) = 162.90696583869484; reward = -310.0; and epsilon = 0.6333333333333333, win percentage = 0.0, 2022-04-26 07:40:15
Episode no = 2760; won: False; Q(s,a) = 160.12464155570896; reward = -421.0; and epsilon = 0.632, win percentage = 0.0, 2022-04-26 07:40:20
Episode no = 2770; won: False; Q(s,a) = 138.31554593145813; reward = -424.0; and epsilon = 0.6306666666666667, win percentage = 0.0, 2022-04-26 07:40:24
Episode no = 2780; won: False; Q(s,a) = 130.1033217567271; reward = -409.0; and epsilon = 0.6293333333333333, win percentage = 0.0, 2022-04-26 07:40:30
Episode no = 2790; won: False; Q(s,a) = 134.61674792448497; reward = -432.0; and epsilon = 0.628, win percentage = 0.0, 2022-04-26 07:40:35
Episode no = 2800; won: False; Q(s,a) = 159.45805455207403; reward = -394.0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2022-04-26 07:40:39
Episode no = 2810; won: False; Q(s,a) = 139.8667312389124; reward = -328.0; and epsilon = 0.6253333333333333, win percentage = 0.0, 2022-04-26 07:40:46
Episode no = 2820; won: False; Q(s,a) = 138.30643760178245; reward = -432.0; and epsilon = 0.624, win percentage = 0.0, 2022-04-26 07:40:50
Episode no = 2830; won: False; Q(s,a) = 141.26808599362542; reward = -444.0; and epsilon = 0.6226666666666667, win percentage = 0.0, 2022-04-26 07:40:55
Episode no = 2840; won: False; Q(s,a) = 178.9250936363458; reward = -126.0; and epsilon = 0.6213333333333333, win percentage = 0.0, 2022-04-26 07:41:02
Episode no = 2850; won: False; Q(s,a) = 139.29762263104823; reward = -389.0; and epsilon = 0.62, win percentage = 0.0, 2022-04-26 07:41:09
Episode no = 2860; won: False; Q(s,a) = 147.51578602395108; reward = -216.0; and epsilon = 0.6186666666666667, win percentage = 0.0, 2022-04-26 07:41:16
Episode no = 2870; won: False; Q(s,a) = 143.8671180476724; reward = -432.0; and epsilon = 0.6173333333333333, win percentage = 0.0, 2022-04-26 07:41:24
Episode no = 2880; won: False; Q(s,a) = 181.9451268379928; reward = -440.0; and epsilon = 0.616, win percentage = 0.0, 2022-04-26 07:41:27
Episode no = 2890; won: False; Q(s,a) = 173.7029704442878; reward = -449.0; and epsilon = 0.6146666666666667, win percentage = 0.0, 2022-04-26 07:41:33
Episode no = 2900; won: False; Q(s,a) = 153.8289015828752; reward = -179.0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2022-04-26 07:41:43
Episode no = 2910; won: False; Q(s,a) = 141.37411898658615; reward = -352.0; and epsilon = 0.612, win percentage = 0.0, 2022-04-26 07:41:52
Episode no = 2920; won: False; Q(s,a) = 141.97295020412787; reward = -437.0; and epsilon = 0.6106666666666667, win percentage = 0.0, 2022-04-26 07:41:59
Episode no = 2930; won: False; Q(s,a) = 144.50008833560088; reward = -240.0; and epsilon = 0.6093333333333333, win percentage = 0.0, 2022-04-26 07:42:04
Episode no = 2940; won: False; Q(s,a) = 147.3966822236072; reward = -433.0; and epsilon = 0.608, win percentage = 0.0, 2022-04-26 07:42:08
Episode no = 2950; won: False; Q(s,a) = 190.1420206845013; reward = -323.0; and epsilon = 0.6066666666666667, win percentage = 0.0, 2022-04-26 07:42:11
Episode no = 2960; won: False; Q(s,a) = 141.10465334256406; reward = -476.0; and epsilon = 0.6053333333333333, win percentage = 0.0, 2022-04-26 07:42:19
Episode no = 2970; won: False; Q(s,a) = 147.4494286279726; reward = -441.0; and epsilon = 0.604, win percentage = 0.0, 2022-04-26 07:42:24
Episode no = 2980; won: False; Q(s,a) = 143.40047601958858; reward = -406.0; and epsilon = 0.6026666666666667, win percentage = 0.0, 2022-04-26 07:42:32
Episode no = 2990; won: False; Q(s,a) = 153.26542200831457; reward = -380.0; and epsilon = 0.6013333333333333, win percentage = 0.0, 2022-04-26 07:42:38
Episode no = 3000; won: False; Q(s,a) = 147.47032414243563; reward = -254.0; and epsilon = 0.6, win percentage = 0.0, 2022-04-26 07:42:44
Episode no = 3010; won: False; Q(s,a) = 157.36988074609093; reward = -366.0; and epsilon = 0.5986666666666667, win percentage = 0.0, 2022-04-26 07:42:47
Episode no = 3020; won: False; Q(s,a) = 150.2918973284157; reward = -453.0; and epsilon = 0.5973333333333333, win percentage = 0.0, 2022-04-26 07:42:52
Episode no = 3030; won: False; Q(s,a) = 152.7834487876259; reward = -414.0; and epsilon = 0.596, win percentage = 0.0, 2022-04-26 07:42:59
Episode no = 3040; won: False; Q(s,a) = 148.17665706208058; reward = -328.0; and epsilon = 0.5946666666666667, win percentage = 0.0, 2022-04-26 07:43:03
Episode no = 3050; won: False; Q(s,a) = 145.88363637744283; reward = -358.0; and epsilon = 0.5933333333333333, win percentage = 0.0, 2022-04-26 07:43:08
Episode no = 3060; won: False; Q(s,a) = 154.39505716547393; reward = -442.0; and epsilon = 0.5920000000000001, win percentage = 0.0, 2022-04-26 07:43:11
Episode no = 3070; won: False; Q(s,a) = 166.10788576464347; reward = -339.0; and epsilon = 0.5906666666666667, win percentage = 0.0, 2022-04-26 07:43:17
Episode no = 3080; won: False; Q(s,a) = 146.71045787758231; reward = -270.0; and epsilon = 0.5893333333333333, win percentage = 0.0, 2022-04-26 07:43:25
Episode no = 3090; won: False; Q(s,a) = 159.75778525188957; reward = -435.0; and epsilon = 0.5880000000000001, win percentage = 0.0, 2022-04-26 07:43:30
Episode no = 3100; won: False; Q(s,a) = 189.1672160029453; reward = -381.0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2022-04-26 07:43:35
Episode no = 3110; won: False; Q(s,a) = 155.61425898812757; reward = -405.0; and epsilon = 0.5853333333333333, win percentage = 0.0, 2022-04-26 07:43:38
Episode no = 3120; won: False; Q(s,a) = 163.4017696711661; reward = -336.0; and epsilon = 0.5840000000000001, win percentage = 0.0, 2022-04-26 07:43:43
Episode no = 3130; won: False; Q(s,a) = 151.66366179515026; reward = -374.0; and epsilon = 0.5826666666666667, win percentage = 0.0, 2022-04-26 07:43:51
Episode no = 3140; won: False; Q(s,a) = 155.31967471946345; reward = -312.0; and epsilon = 0.5813333333333333, win percentage = 0.0, 2022-04-26 07:43:56
Episode no = 3150; won: False; Q(s,a) = 155.23415803650033; reward = -299.0; and epsilon = 0.5800000000000001, win percentage = 0.0, 2022-04-26 07:44:03
Episode no = 3160; won: False; Q(s,a) = 150.6954018466835; reward = -148.0; and epsilon = 0.5786666666666667, win percentage = 0.1, 2022-04-26 07:44:12
Episode no = 3170; won: False; Q(s,a) = 155.8006184325727; reward = -390.0; and epsilon = 0.5773333333333333, win percentage = 0.0, 2022-04-26 07:44:17
Episode no = 3180; won: False; Q(s,a) = 155.2319229390188; reward = -476.0; and epsilon = 0.5760000000000001, win percentage = 0.0, 2022-04-26 07:44:22
Episode no = 3190; won: False; Q(s,a) = 174.85796248682524; reward = -181.0; and epsilon = 0.5746666666666667, win percentage = 0.0, 2022-04-26 07:44:30
Episode no = 3200; won: False; Q(s,a) = 153.5366737062423; reward = -269.0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2022-04-26 07:44:34
Episode no = 3210; won: False; Q(s,a) = 156.80503957772208; reward = -449.0; and epsilon = 0.5720000000000001, win percentage = 0.0, 2022-04-26 07:44:41
Episode no = 3220; won: False; Q(s,a) = 161.07763789860422; reward = -386.0; and epsilon = 0.5706666666666667, win percentage = 0.0, 2022-04-26 07:44:47
Episode no = 3230; won: False; Q(s,a) = 160.07684675466007; reward = -454.0; and epsilon = 0.5693333333333334, win percentage = 0.0, 2022-04-26 07:44:51
Episode no = 3240; won: False; Q(s,a) = 162.6238375290046; reward = -448.0; and epsilon = 0.5680000000000001, win percentage = 0.0, 2022-04-26 07:44:55
Episode no = 3250; won: False; Q(s,a) = 178.38721105446461; reward = -448.0; and epsilon = 0.5666666666666667, win percentage = 0.0, 2022-04-26 07:45:00
Episode no = 3260; won: False; Q(s,a) = 161.58956869090068; reward = -464.0; and epsilon = 0.5653333333333334, win percentage = 0.0, 2022-04-26 07:45:04
Episode no = 3270; won: False; Q(s,a) = 137.43264072492505; reward = -464.0; and epsilon = 0.5640000000000001, win percentage = 0.0, 2022-04-26 07:45:10
Episode no = 3280; won: False; Q(s,a) = 150.8135940944791; reward = -348.0; and epsilon = 0.5626666666666666, win percentage = 0.0, 2022-04-26 07:45:16
Episode no = 3290; won: False; Q(s,a) = 147.89898150423414; reward = -446.0; and epsilon = 0.5613333333333334, win percentage = 0.0, 2022-04-26 07:45:19
Episode no = 3300; won: False; Q(s,a) = 157.34847652760342; reward = -368.0; and epsilon = 0.56, win percentage = 0.0, 2022-04-26 07:45:25
Episode no = 3310; won: False; Q(s,a) = 153.31807218938292; reward = -340.0; and epsilon = 0.5586666666666666, win percentage = 0.0, 2022-04-26 07:45:34
Episode no = 3320; won: False; Q(s,a) = 160.97139011944424; reward = -246.0; and epsilon = 0.5573333333333333, win percentage = 0.0, 2022-04-26 07:45:38
Episode no = 3330; won: False; Q(s,a) = 156.6096472257852; reward = -172.0; and epsilon = 0.556, win percentage = 0.0, 2022-04-26 07:45:45
Episode no = 3340; won: False; Q(s,a) = 156.78803363397742; reward = -288.0; and epsilon = 0.5546666666666666, win percentage = 0.0, 2022-04-26 07:45:56
Episode no = 3350; won: False; Q(s,a) = 161.97014388107206; reward = -300.0; and epsilon = 0.5533333333333333, win percentage = 0.0, 2022-04-26 07:46:01
Episode no = 3360; won: False; Q(s,a) = 158.5912698601996; reward = -463.0; and epsilon = 0.552, win percentage = 0.0, 2022-04-26 07:46:08
Episode no = 3370; won: False; Q(s,a) = 194.2590648537878; reward = -434.0; and epsilon = 0.5506666666666666, win percentage = 0.0, 2022-04-26 07:46:15
Episode no = 3380; won: False; Q(s,a) = 162.7963313205235; reward = -430.0; and epsilon = 0.5493333333333333, win percentage = 0.0, 2022-04-26 07:46:20
Episode no = 3390; won: False; Q(s,a) = 163.50678962262648; reward = -349.0; and epsilon = 0.548, win percentage = 0.0, 2022-04-26 07:46:25
Episode no = 3400; won: False; Q(s,a) = 163.20465961360466; reward = -320.0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2022-04-26 07:46:30
Episode no = 3410; won: False; Q(s,a) = 169.41632466101987; reward = -315.0; and epsilon = 0.5453333333333333, win percentage = 0.0, 2022-04-26 07:46:37
Episode no = 3420; won: False; Q(s,a) = 159.657849236734; reward = -125.0; and epsilon = 0.544, win percentage = 0.0, 2022-04-26 07:46:43
Episode no = 3430; won: False; Q(s,a) = 181.78781936283463; reward = -324.0; and epsilon = 0.5426666666666666, win percentage = 0.0, 2022-04-26 07:46:49
Episode no = 3440; won: False; Q(s,a) = 163.2260463460957; reward = -311.0; and epsilon = 0.5413333333333333, win percentage = 0.0, 2022-04-26 07:46:55
Episode no = 3450; won: False; Q(s,a) = 159.79940257338464; reward = -366.0; and epsilon = 0.54, win percentage = 0.0, 2022-04-26 07:47:05
Episode no = 3460; won: False; Q(s,a) = 158.6273508229895; reward = -488.0; and epsilon = 0.5386666666666666, win percentage = 0.0, 2022-04-26 07:47:13
Episode no = 3470; won: False; Q(s,a) = 166.81805305602344; reward = -332.0; and epsilon = 0.5373333333333333, win percentage = 0.0, 2022-04-26 07:47:20
Episode no = 3480; won: False; Q(s,a) = 163.23113204996056; reward = -340.0; and epsilon = 0.536, win percentage = 0.0, 2022-04-26 07:47:26
Episode no = 3490; won: False; Q(s,a) = 165.30529614251466; reward = -206.0; and epsilon = 0.5346666666666666, win percentage = 0.0, 2022-04-26 07:47:34
Episode no = 3500; won: False; Q(s,a) = 172.69347205242337; reward = -157.0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2022-04-26 07:47:41
Episode no = 3510; won: False; Q(s,a) = 158.68237635891984; reward = -467.0; and epsilon = 0.532, win percentage = 0.0, 2022-04-26 07:47:48
Episode no = 3520; won: False; Q(s,a) = 179.45614679145564; reward = -237.0; and epsilon = 0.5306666666666666, win percentage = 0.0, 2022-04-26 07:47:54
Episode no = 3530; won: False; Q(s,a) = 169.11748178338928; reward = -362.0; and epsilon = 0.5293333333333333, win percentage = 0.0, 2022-04-26 07:47:58
Episode no = 3540; won: False; Q(s,a) = 158.28817835258022; reward = -339.0; and epsilon = 0.528, win percentage = 0.0, 2022-04-26 07:48:01
Episode no = 3550; won: False; Q(s,a) = 147.91103217647617; reward = -448.0; and epsilon = 0.5266666666666666, win percentage = 0.0, 2022-04-26 07:48:10
Episode no = 3560; won: False; Q(s,a) = 172.9801881617884; reward = -369.0; and epsilon = 0.5253333333333333, win percentage = 0.0, 2022-04-26 07:48:13
Episode no = 3570; won: False; Q(s,a) = 162.7490164632987; reward = -444.0; and epsilon = 0.524, win percentage = 0.0, 2022-04-26 07:48:18
Episode no = 3580; won: False; Q(s,a) = 161.1899930099798; reward = -270.0; and epsilon = 0.5226666666666666, win percentage = 0.0, 2022-04-26 07:48:24
Episode no = 3590; won: False; Q(s,a) = 159.7466708098308; reward = -293.0; and epsilon = 0.5213333333333333, win percentage = 0.0, 2022-04-26 07:48:31
Episode no = 3600; won: False; Q(s,a) = 162.80916108099555; reward = -466.0; and epsilon = 0.52, win percentage = 0.0, 2022-04-26 07:48:34
Episode no = 3610; won: False; Q(s,a) = 159.41961443426658; reward = -452.0; and epsilon = 0.5186666666666666, win percentage = 0.0, 2022-04-26 07:48:40
Episode no = 3620; won: False; Q(s,a) = 178.11225963086818; reward = -245.0; and epsilon = 0.5173333333333333, win percentage = 0.0, 2022-04-26 07:48:46
Episode no = 3630; won: False; Q(s,a) = 158.78883264318668; reward = -388.0; and epsilon = 0.516, win percentage = 0.0, 2022-04-26 07:48:54
Episode no = 3640; won: False; Q(s,a) = 161.3125905209756; reward = -209.0; and epsilon = 0.5146666666666666, win percentage = 0.0, 2022-04-26 07:49:02
Episode no = 3650; won: False; Q(s,a) = 158.32947999813652; reward = -80.0; and epsilon = 0.5133333333333333, win percentage = 0.0, 2022-04-26 07:49:07
Episode no = 3660; won: False; Q(s,a) = 173.52453326253013; reward = -268.0; and epsilon = 0.512, win percentage = 0.0, 2022-04-26 07:49:13
Episode no = 3670; won: False; Q(s,a) = 162.5557464175674; reward = -413.0; and epsilon = 0.5106666666666666, win percentage = 0.0, 2022-04-26 07:49:18
Episode no = 3680; won: False; Q(s,a) = 163.32607363317766; reward = -440.0; and epsilon = 0.5093333333333334, win percentage = 0.0, 2022-04-26 07:49:24
